Movie Name,Movie Genre,Movie Rating,Movie Votes,Movie Revenue,Movie Year Cleaned,Movie Budget Cleaned,Movie Languages,
Ekspress,"Comedy, Drama",6.2,147,"132,846",2022, ,Russian,
Bloody Romeo,"Crime, Drama, Mystery",7.8,771, ,2021, ,English,
Ritsa,"Drama, Romance",5.5,208,"5,068",2021, ,Arabic,
I Don't Wanna Dance,Drama,7.1,188,"31,54",2021, ,Dutch,
Strictly for the Birds,Drama,6.2,721, ,2021, ,English,
El refugio,Comedy,2.6,180,"197,332",2021, ,Spanish,
Love Sorries,"Comedy, Drama, Romance",8.8,100, ,2021,2400000,Hindi,
Sehari,"Comedy, Romance",6.8,1317, ,2022, ,Telugu,
Al Maht,Animation,6.9,478, ,2021, ,Arabic,
The Broken Land,Drama,5.8,148, ,2021, ,Spanish,
Sebastian PC 524,"Action, Thriller",4.2,169, ,2022, ,Telugu,
Far Far Away,"Comedy, Romance",6.4,347,"1,200,185",2021, ,Cantonese,
Night Shift,Comedy,4.6,165, ,2021, ,English,
Düses 1 - Mafya Sizintisi,"Action, Comedy",1.4,112,"35,025",2023, ,Turkish,
Digvijaya,Family,9.1,723, ,2023, ,Kannada,
Bhotbhoti,Romance,8.1,80, ,2022,480000,Bengali,
"Our Lady of San Juan, Four Centuries of Miracles","Drama, History",6.4,92, ,2021, ,Spanish,
Righteous Blood,"Action, Western",3.8,145, ,2021, ,English,
The Peacock's Paradise,Drama,5.4,108,"11,087",2021, ,Italian,
Ste. Anne,Drama,5.3,118, ,2021, ,French,
American Mobster: Retribution,Action,4,410, ,2021, , ,
Zone Drifter,Sci-Fi,2.3,153, ,2021,300,English,
Plurality,"Action, Sci-Fi, Thriller",5.4,142, ,2021, ,Mandarin,
Vetro,Thriller,5.7,135,"21,667",2022, ,Italian,
Damayana,"Comedy, Drama",9.1,531, ,2023,60000,Kannada,
OTTK,"Comedy, Crime",9.6,71, ,2023,112,Armenian,
Nava Pappa,Comedy,9.6,123, ,2023, ,Gujarati,
Heir,"Horror, Thriller",4.3,277, ,2021, ,English,
Paggal,Drama,8.8,78, ,2022,60000,Hindi,
Tô Ryca! 2,Comedy,5.6,140, ,2022, ,Portuguese,
My Bride,"Comedy, Drama, Romance",4.9,466,"47,601",2021,320000,Arabic,
Kuulsuse narrid,Comedy,4.6,102, ,2023, ,Estonian,
Jackson Bazaar Youth,"Comedy, Drama, Family",6.1,353,"5,699",2023, ,Malayalam,
Crrush,Comedy,6,95, ,2021, ,Telugu,
Thamilarasan,"Action, Drama, Thriller",4.3,170, ,2023, ,Tamil,
Ravrambha,"Action, Drama, History",6.6,127, ,2023, ,Marathi,
College road,Crime,9,551, ,2022, ,Tamil,
Anandham Vilayadum Veedu,Drama,5,143, ,2021, ,Tamil,
Suryasthamayam,Drama,5.7,245, ,2021,72000,Telugu,
Ora 7 Jon (THE 7),War,8.8,94, ,2023,227500,Bengali,
The Land of Blue Lakes,Horror,3.9,107, ,2021,1050,Russian,
Kringle Time,"Comedy, Drama",5.2,83, ,2021, ,English,
YA «lyubila» muzha. Film,"Comedy, Crime",7.5,83, ,2023, ,Russian,
You're Hired!,Comedy,2.6,153, ,2021, ,English,
Kulkuset kulkuset,Comedy,6,101, ,2022,1375500,Finnish,
A Woman at Night,"Drama, Mystery",7.5,276, ,2021, ,Mandarin,
0.1% World,Romance,6.9,85, ,2022, ,Mandarin,
Hour of Danger,"Crime, Drama, History",4,110, ,2023, ,Tagalog,
Horoz Dövüsü,Drama,8.1,70, ,2022, ,Turkish,
Betlémské svetlo,"Comedy, Fantasy",6.1,73,"514,104",2022, ,Czech,
Preetam,Romance,7.2,82, ,2021, ,Marathi,
Wood and Water,Drama,6.2,360, ,2021, ,German,
Shadow Assassins,Crime,8.4,384, ,2022,500,Hindi,
Chuk i Gek. Bolshoye priklyucheniye,"Animation, Adventure, Family",4.4,110,"3,071,262",2022,2010000,Russian,
No Rest for the Old Lady,Drama,5.7,97,"2,044",2021, ,"Romanian, French",
Kinnerasani,Drama,7.2,98, ,2022, ,Tamil,
30-Mar,"Crime, Drama, Mystery",4.3,203,"25,663",2021, ,Arabic,
Boss Moves,Drama,3,116, ,2021,50,English,
A Vanishing Fog,"Drama, Mystery, Sci-Fi",4.9,99,"17,092",2021, ,Spanish,
The Christmas Pitch,"Comedy, Romance",4.2,116, ,2021, ,English,
77 Heartwarmings,"Comedy, Romance",4.8,82,"4,345,693",2021, ,"Cantonese, Mandarin",
"Prvok, Sampon, Tecka a Karel",Comedy,6.4,543,"4,050,724",2021, ,Czech,
Zdorovyy chelovek,Drama,6.5,167,"93,18",2022,585000,Russian,
Two Cents from a Pariah,"Drama, Thriller",5.7,122, ,2021, ,English,
Baba Baby O,"Comedy, Drama, Romance",6.7,387, ,2022, ,Bengali,
Nachindi Girl Friendu,"Action, Thriller",5.1,1728, ,2022, ,Telugu,
Disencumber,Drama,6.4,85, ,2021,50,English,
Induced,Thriller,4.1,73, ,2022,10,English,
Odinnadtsat molchalivykh muzhchin,"Drama, History, Sport",5.2,125,"2,513,435",2022,3100000,Russian,
Po cem muzi touzí 2,"Comedy, Fantasy",5.5,103,"1,936,135",2022, ,Czech,
Choo Mandhirakaali,Fantasy,8,332, ,2021, ,Tamil,
A Karantén Zóna,Mystery,6,221, ,2022, ,Hungarian,
Parari,Action,8.5,2100, ,2023, ,Telugu,
Sinefilija,Comedy,6.4,104,"8,357",2021, ,Lithuanian,
Trunk Train: The Movie,"Animation, Adventure, Comedy",8.5,75, ,2022,920000,"Portuguese, English",
Mukhachitram,"Romance, Thriller",6.5,2855, ,2022, ,Telugu,
Gini Mal Pokuru,"Crime, Thriller",5.8,104, ,2021, ,Sinhala,
IRavan,Thriller,9.7,101, ,2023, ,Kannada,
Kshetrapathi,Drama,8.3,322, ,2023, ,Kalmyk-Oirat,
Cycles,Drama,6.5,122, ,2022,1220, ,
Kaliveera,Action,8,104, ,2021,42000,Kannada,
Majajan Orchestra,Drama,8.7,76, ,2022, ,Punjabi,
The Narrow Bridge,Drama,7.7,149, ,2022,"1,500,000","Ukrainian, Russian",
Naktine zvejyba,"Comedy, Drama",5.1,504,"211,26",2021, ,Lithuanian,
Vidhi,Drama,3.9,643,"1,352",2021, ,Malayalam,
Ivan Tsarevich i Seryy Volk 5,"Animation, Adventure, Family",4.8,136,"6,696,481",2022,1900000,Russian,
Koza Nostra,"Comedy, Crime",6.5,154,"7,846",2022, ,"Italian, Ukrainian",
Exposure 36,"Sci-Fi, Thriller",5.1,130, ,2022, ,English,
Gekijouban Isekai Quartet: Another World,"Animation, Comedy, Fantasy",7.2,90,"22,629",2022, ,Japanese,
Kuthiraivaal,Drama,5.6,273, ,2021, ,Tamil,
GeetaSakshigaa,Drama,8,1771, ,2023, ,Telugu,
Demon Sealer Bureau,"Action, Adventure, Fantasy",7,82, ,2022, ,Mandarin,
Ne khoronite menya bez Ivana,Drama,7.2,89,"141,426",2022,290000,"Yakut, Russian",
"8 rzeczy, których nie wiecie o facetach","Comedy, Romance",3.7,189,"88,156",2022, ,Polish,
Rowdy Baby,Romance,6.4,426, ,2022,36000,"Kannada, Telugu",
Oppanda,Drama,9.1,91, ,2022, ,Kannada,
A Tiny House Christmas,Comedy,5.5,83, ,2021,10,English,
Gadad Andhar,"Drama, Thriller",5.9,156, ,2023, ,Marathi,
Boundary,"Crime, Drama, Thriller",8.6,83, ,2022, ,English,
Quickening,Drama,5.7,105, ,2021, ,English,
God Bless You,"Comedy, Thriller",8.2,371, ,2022,120000,Malayalam,
Después de Ti,"Comedy, Drama",5.5,129,"3,162,778",2021, ,Spanish,
Seep,"Comedy, Drama, Thriller",6.2,105, ,2021, ,Punjabi,
Cult Following,"Adventure, Comedy, Horror",4.2,863, ,2021, ,English,
Alles van Waarde,Drama,6.5,99, ,2021, ,Dutch,
Sola,"Drama, Horror",1.9,155,210,2023, ,Spanish,
Oru Canadian Diary,Thriller,1.8,4492, ,2021, ,Malayalam,
Homesick,"Drama, History, Thriller",3.6,193, ,2021, ,English,
Mezhsezone,"Crime, Drama, Romance",6.5,356,"341,178",2021,450000,Russian,
Prayashaha, ,4.3,2265, ,2022, ,Kannada,
Dark Light,"Crime, Drama, Thriller",2.4,73, ,2021,500,English,
Klipmeykery,Comedy,5,107,"298,561",2022,2000000,Russian,
Meendum,"Crime, Drama",6.3,1212, ,2021, ,Tamil,
Little Mix: The Last Show (For Now...),Music,8.2,107,"461,891",2022, ,English,
Just One Time,Drama,5.9,110,"28,263",2021, ,Spanish,
Krass Klassenfahrt - Der Kinofilm,Comedy,3.9,400, ,2021, ,German,
Laleh Drive,"Action, Biography, Drama",5.2,89,"11,922",2022, ,English,
Dharani Mandala Madhyadolage,Drama,4.9,1118, ,2022,270000,Kannada,
A Wiseguy Christmas,"Action, Comedy",7.2,292, ,2021, , ,
Orchestra Mysuru,"Drama, Musical",7.9,340, ,2023, ,Kannada,
Tek Yürek Imalat-i Harbiye,"History, Sport",6.7,275,"20,59",2023, ,Turkish,
The Belly of the Sea,Drama,5.5,268,"12,83",2021, ,Catalan,
I Dream of a Psychopomp,"Drama, Horror",3.2,213, ,2021,32,English,
Paradox Lost,"Comedy, Sci-Fi",5.2,273, ,2021, ,English,
Photo-Prem,Comedy,6.9,275, ,2021, ,Marathi,
Kdyby radsi horelo,"Comedy, Drama",6.3,164,"92,273",2022, ,Czech,
Dwellers,Horror,2.9,169, ,2021, ,English,
Mentés másképp,"Comedy, Drama",5.4,386,"25,919",2021,13500,Hungarian,
Invasion of the Not Quite Dead,"Drama, Horror, Thriller",7.3,123, ,2022, ,English,
Backstage,"Drama, Family, Musical",7.2,99, ,2021,345600,Indonesian,
Tales from the Great War,Thriller,6.4,118, ,2023,13420,English,
Dollu,Drama,7,2243, ,2022,120000,Kannada,
I,Drama,6.6,76, ,2021, ,Korean,
De openbaring,"Horror, Thriller",5.5,103, ,2022, ,Dutch,
Bu xiang yi ge ren,Drama,7.2,84, ,2021, ,Mandarin,
Njaan Ippo Entha Cheyya?,Drama,5.2,850, ,2023, ,Malayalam,
Ennalum Ente Aliya,Comedy,5.5,969, ,2023, ,Malayalam,
Embrace Again,"Drama, Romance",5.5,161,"27,339",2021, ,Mandarin,
Jasper, ,9.6,123, ,2022, ,Tamil,
Varthamanam,Drama,5.8,538, ,2021, ,Malayalam,
Karkhanisanchi Waari: Ashes on a road trip,"Comedy, Drama, Family",6.8,223, ,2021,360000,Marathi,
Saison Morte,"Action, Crime, Mystery",6,79, ,2021, ,Greek,
Dimland,"Fantasy, Romance, Sci-Fi",5.2,120, ,2021, ,English,
A helység kalapácsa,Comedy,4.9,730, ,2023, ,Hungarian,
O,Horror,6.3,1046, ,2022, ,Kannada,
Secret Voices,"Crime, Drama, Mystery",6.7,97, ,2021, ,Spanish,
Sankaku Mado no Sotogawa wa Yoru,"Mystery, Romance, Thriller",5,224,"2,081,564",2021, ,Japanese,
Un rabón con corazón,Comedy,5.8,91,"321,899",2022, ,Spanish,
Manyunya v kino, ,8.3,100,"152,508",2022, ,Russian,
Switchh,"Action, Thriller",3.7,99, ,2021,"2,000,000",Hindi,
Tililing,Comedy,2.6,436, ,2021, ,Tagalog,
Secretul lui Zorillo,Comedy,4.5,315,"11,471",2022,105000,Romanian,
Happy's,Comedy,6.3,771, ,2021, ,English,
Akhirat: A Love Story,"Drama, Fantasy, Romance",6.1,132, ,2021,96000,Indonesian,
Finders of the Lost Yacht,"Adventure, Comedy, Family",5,140, ,2021, ,Finnish,
Arnon pen nakrian tuayang,"Comedy, Drama",6.1,87, ,2022, ,Thai,
Knights of Newgate,"Adventure, Fantasy",3.3,114, ,2021, ,English,
Satan's Servant,Horror,2.6,156, ,2021,"2,5",English,
Capitu and the Chapter,Drama,6.2,80, ,2021, ,Portuguese,
Octagon,Horror,3.6,71, ,2021, ,English,
1996 Dharmapuri,"Action, Drama, Romance",6.5,2011, ,2022,321600,Telugu,
Sarbath,"Comedy, Drama",5.7,291, ,2021, ,Tamil,
Malli Modalaindi,Romance,4.7,140, ,2022, ,Telugu,
Una notte da dottore,Comedy,6,409,"550,514",2021, ,Italian,
Godsend,Drama,5.5,93, ,2021, ,English,
Rolls,Comedy,4.3,109,"1,252,355",2022,870000,Russian,
Eesti matus,Comedy,5.4,252, ,2021, ,Estonian,
Vazhiye,"Horror, Mystery, Thriller",3.7,235, ,2022, ,Malayalam,
Home Is Where I Lay,Horror,5.5,125, ,2022,1220,English,
IQ (Power of student),Drama,9.1,205, ,2023,360000,Telugu,
Henas,"Biography, Drama, Romance",5.4,173, ,2022, ,Persian,
Jesus Kid,"Comedy, Fantasy",5.9,120, ,2021,600000,Portuguese,
Maria,Comedy,5.9,105, ,2021, ,French,
Don't Bet on the Brits,Comedy,5.8,80,"6,397",2021, ,"Serbian, Hebrew, Pashtu, English",
Headmaster,Drama,8.6,1170, ,2022, ,Malayalam,
Dooradarshana,"Comedy, Drama, Family",1.9,1116, ,2023,308400,Kannada,
Falla girare,"Action, Comedy",5.2,219, ,2022, ,Italian,
Griechenland,Comedy,5.7,81, ,2023, ,German,
This Guest of Summer,Horror,8.3,153, ,, ,English,
Nghe Sieu De,"Comedy, Drama",5.4,82,"2,956,808",2022, ,Vietnamese,
Haseena,"Drama, Thriller",8.3,1044, ,2023, ,Telugu,
La Panelista,Comedy,3.5,106, ,2021, ,Spanish,
Známi neznámi,"Comedy, Drama",6.4,264,"1,737,560",2021, ,"Czech, Slovak",
Mata,"Biography, Comedy",9.2,246, ,2022,18000,Kannada,
Gowli,"Action, Thriller",8.8,273, ,2023, ,Kannada,
Lover,"Drama, Romance",6.8,3162,"1,95",2022, ,Punjabi,
Raavana Kottam,"Action, Drama",4.4,174,"1,902",2023, ,Tamil,
Bengaluru Boys,Drama,7.6,1080, ,2023, ,Kannada,
Sniper,"Biography, Drama, War",6.5,589, ,2021,240000,"Persian, Arabic",
Live,Thriller,4.5,807, ,2023,480000,Malayalam,
Dear Nathan: Thank You Salma,"Drama, Romance",7,177, ,2022, ,Indonesian,
Kenkemam,Comedy,9.4,83, ,2023,240000,Malayalam,
Erasing Frank,Drama,5.8,372,"20,167",2021, ,Hungarian,
Niks vreemds aan,Comedy,5.5,215,"94,978",2021, ,Dutch,
Fourwalls,Drama,7.2,182, ,2022, ,Kannada,
Crappy Mother's Day,Comedy,4.6,71, ,2021, ,English,
Future Fear,"Horror, Sci-Fi",2.2,125, ,2021, ,English,
Behind Someone,"Crime, Thriller",7.4,3266, ,2022, ,Telugu,
A Brighter Tomorrow,"Crime, Drama",5.6,82, ,2021, ,French,
Ambassador,"Action, Thriller",8.5,116, ,2023, ,Kannada,
Chief of Thieves: Chu Liu Xiang,Action,6.1,109, ,2021, ,Mandarin,
Dear Sathya,Thriller,5,129, ,2022, ,Kannada,
Typo,"Drama, Thriller",4.6,83, ,2021, ,English,
Cato,"Crime, Drama, Music",7,87,386,2021, ,Spanish,
Il silenzio grande,Comedy,6.6,195,"143,248",2021, , ,
The White Fortress,Drama,6,192, ,2021, ,Bosnian,
Katakulli 2: Gözükaralar,Comedy,4.7,127, ,2022, ,Turkish,
Sakutumba Sametha,Drama,7.7,197, ,2022,240000,Kannada,
Journey with Tarsilinha,"Animation, Adventure, Comedy",7.4,108,"5,494",2021, ,"Portuguese, English",
Rock Paper Scissors,Comedy,4.7,136,"5,497",2021,"1,520,000",English,
Cut!,"Comedy, Horror, Mystery",4.7,153, ,2021, ,Spanish,
The Breakdown,"Comedy, Drama",4.6,181, ,2021, ,English,
Orkester,"Comedy, Drama, Music",7.1,112,"23,798",2021, ,"Slovenian, German",
Premam,"Romance, Thriller",6.6,201, ,2022, ,Oriya,
Bannerghatta,"Adventure, Crime, Drama",5.2,703, ,2021,60000,"Malayalam, Tamil",
Con tutto il cuore,Comedy,5.3,146,"672,687",2021, ,Italian,
The End of the Pale Hour,"Drama, Romance",5.8,81, ,2021, ,Japanese,
Shoky & Morthy: Last Big Thing,"Comedy, Mystery, Thriller",6,229,"204,47",2021, ,"Czech, Slovak",
Banu,Drama,7,134, ,2022, ,Russian,
Im Wald,Thriller,5,419, ,2022, ,German,
The Haunting of Hythe House,Horror,3.9,158, ,2021, ,English,
First Love,Mystery,6.1,208, ,2021, ,Japanese,
Airborne,"Action, Adventure, Crime",4.4,93, ,2022, ,English,
Dr. Gama,"Action, Biography, Drama",7.2,255, ,2021, ,Portuguese,
Ammaa Ki Boli,"Comedy, Drama",6.7,1356, ,2021,540000,Hindi,
They Carry Death,Drama,5.3,141,"79,159",2021, ,"Spanish, Galician",
The Florist,Drama,3.7,103, ,2021, ,English,
Priyamudan Priya, ,5.5,447, ,2023, ,Tamil,
Kala Shehar,"Action, Crime, Thriller",5.4,112, ,2021, ,Punjabi,
Anukoni Prayanam,Drama,5.5,1166, ,2022, ,Telugu,
The Reenactment,Horror,3.8,133, ,2021, ,English,
HIM,Drama,6.6,75, ,2021,557321.128,"Swedish, Norwegian",
Major Dron and the Plague Doctor,"Action, Adventure, Comedy",7.8,1050, ,2021,50,Russian,
L'école est à nous,Comedy,6.4,110,"1,586,763",2022, ,French,
Hell Is Empty,"Horror, Thriller",3.9,325, ,2021, ,English,
Les gagnants,Comedy,3.1,90,"355,239",2022, ,French,
Il giorno più bello,Comedy,5.3,109,"141,215",2022, ,Italian,
MRP,Drama,7.9,1040, ,2022, ,Kannada,
Songs for a Fox,"Drama, Fantasy, Music",6.2,121,"11,41",2021, ,Lithuanian,
Christmas on the Carousel,"Comedy, Drama, Family",4.5,141, ,2021, ,English,
Las fiestas,Drama,5.5,80, ,2022, ,Spanish,
Dustbin,Drama,5.8,112, ,2021, ,Punjabi,
Hiralal,Biography,7.8,221, ,2021,60000,Bengali,
Invisible Alien,"Sci-Fi, Thriller",4.4,71, ,2021, ,Mandarin,
Yellow Gangs,"Crime, Drama, Thriller",6.8,1092, ,2022, ,Kannada,
Cutting Shop,Comedy,9.6,102, ,2022, ,Kannada,
Amruth Apartments,Drama,6.7,156, ,2021, ,Kannada,
Barah by Barah,Drama,7.4,72, ,2021, ,Hindi,
Ah Be Birader,"Action, Comedy",6.3,121,"14,311",2022, ,Turkish,
Tout fout le camp,Comedy,5.5,79, ,2022, ,French,
Papy,"Drama, Comedy, Family",5.6,104,"616,438",2022,600000,Russian,
Bulbule,Thriller,8.8,432, ,2021,120000,Hindi,
Sabirsizlik Zamani,Comedy,5.7,183,"3,211",2021, ,Turkish,
Apps,"Comedy, Fantasy, Horror",5.6,72, ,2021,100,Spanish,
Aapdi Thaapdi,Drama,6.4,120, ,2022, ,Marathi,
O Palestrante Motivacional,Comedy,5.8,187, ,2022, ,Portuguese,
The Pharm,"Action, Drama, Thriller",5.1,94, ,2021, ,English,
Don't Give Up,Drama,4.6,73, ,2021,20,English,
Secrets,Drama,8.5,353, ,2022,60,English,
Projapati,"Drama, Family",7.5,1098,"5,04",2022, ,Bengali,
A1 Express,Drama,6.2,852, ,2021, ,Telugu,
#Mentoo,"Comedy, Drama",5.5,217, ,2023, ,Telugu,
1997,Adventure,8.8,2208, ,2021, ,Telugu,
Munshigiri,"Crime, Drama, Mystery",7,848, ,2021, ,Bengali,
White Girl Apokalypse,"Comedy, Horror",3.3,81, ,2021, ,English,
Tantrum,Drama,5.9,163, ,2021, ,Hungarian,
Chompa House,"Drama, Horror, Thriller",7.2,637, ,2022, ,Bengali,
Jivan Sandhya,"Drama, Family",8.3,283, ,2021, ,Marathi,
Boomerang,"Comedy, Crime",5.3,279,"920,613",2021,1200000,Russian,
Your Luck Today,"Adventure, Thriller",3.3,108, ,2022, ,Arabic,
Wolka,Drama,6.3,192,"72,719",2021, ,"Polish, Icelandic",
RC Brothers,"Comedy, Drama",7.4,240, ,2023, ,Kannada,
The WORD,Drama,6,70, ,2022, ,Czech,
Muallim,Drama,3.8,165,"2,785",2021, ,Turkish,
Kick and Scream,Drama,6.4,76,"12,857",2022, ,"Croatian, English",
Our Manor,"Action, Crime, Drama",5.1,685, ,2022, ,English,
Dhagad Saamba,"Action, Comedy, Drama",7.6,2104, ,2022,360000,Telugu,
A Mero Hajur 4,Romance,4.3,274, ,2022, ,Nepali,
Stabiliti,"Action, Crime, Sci-Fi",8.9,84, ,2022, ,Kannada,
Lost Angel,Thriller,5.3,86, ,2022, , ,
El universo de Óliver,"Adventure, Drama",5.6,110,"31,263",2022, , ,
The Heaven None Missed 3,"Drama, Romance",7.1,94, ,2021, ,Indonesian,
Natsume's Book of Friends: The Waking Rock and the Strange Visitor,Animation,7.2,200, ,2021, ,Japanese,
Kombu Vatcha Singamda,Drama,4.6,213, ,2022, ,Tamil,
Trivikrama,"Comedy, Drama, Romance",7,1107, ,2022, ,Kannada,
Liar × Liar,"Comedy, Romance",5.8,120, ,2021, ,Japanese,
Mój dlug,"Crime, Drama",5.1,98,"35,048",2022, ,Polish,
Mamá no enRedes,"Adventure, Comedy",4.6,111,"127,496",2022, ,Spanish,
F.I.R NO. 339/07/06,"Crime, Drama, Thriller",6.5,317, ,2021,102000,Bengali,
Maranam,Thriller,7.4,925, ,2021, ,Telugu,
Nimmellara Aashirvada,"Comedy, Drama",9.6,607, ,2023, ,Kannada,
Am Aha,"Comedy, Drama, Thriller",7.7,2060, ,2022, ,Telugu,
The Second Age of Aquarius,"Comedy, Sci-Fi",4.6,331, ,2022, ,English,
Io sono Babbo Natale,Comedy,6.2,693,"1,895,127",2021, ,Italian,
Rehab Cabin,Comedy,6.7,132, ,2021, ,English,
Yuvam,"Drama, Thriller",6.2,342, ,2021, ,Malayalam,
Sennai,Drama,8.5,89, ,2021, ,Tamil,
Happy New Year 2,"Comedy, Romance",4.8,96,"1,915,643",2021, ,"Slovak, Czech",
Lunastajat,"Comedy, Thriller",5.4,77, ,2022, ,Finnish,
Ninna Sanihake,"Drama, Romance",6.6,580, ,2021, ,Kannada,
Zombie,"Comedy, Horror",3.5,145,"69,812",2022, ,Arabic,
Odata pentru totdeauna,"Comedy, Drama",4.9,326,"99,006",2022,367500,Romanian,
Senseless,Horror,4.9,85, ,2022,8540,English,
"Pixinguinha, an Affectionate Man","Biography, Drama, Music",6.9,94, ,2021, ,Portuguese,
Heart of the Home,Horror,3.3,129, ,2021, ,English,
Tree of Eternal Love,Comedy,6.2,147, ,2021, ,Estonian,
Acting,"Horror, Thriller",6.1,184, ,2021, ,English,
Grev,Drama,6,81, ,2021,36,Turkish,
Detective Sathyabhama,Drama,5.5,1205, ,2021,360000,Telugu,
Sakath,"Comedy, Musical, Romance",7.3,545, ,2021, ,Kannada,
Tom Medina,Drama,6.3,115,"132,594",2021, ,"French, Occitan, Spanish",
Más respeto que soy tu madre,Comedy,5.5,240, ,2022, ,Spanish,
Adrishyam,"Drama, Mystery, Thriller",5.7,1156, ,2022, ,Malayalam,
Seetharamapuramlo Okapremajanta,"Family, Romance",4.9,2017, ,2022, ,Telugu,
Io e Angela,"Action, Comedy, Thriller",5.1,109, ,2021, ,Italian,
Fear Therapy,"Horror, Mystery, Thriller",5.2,205, ,2021, ,Portuguese,
Nelia,"Drama, Thriller",6,160, ,2021, ,Tagalog,
Blonde. Purple,"Crime, Drama, Thriller",4,141, ,2021, ,English,
Coffin Homes,"Comedy, Horror",5.3,163,"166,754",2021, ,"Cantonese, English",
Identity,Thriller,7.6,2057, ,2022, ,Telugu,
"Caution, Hazardous Wife: The Movie",Adventure,5.7,284,"10,356,359",2021, ,Japanese,
A Guide to Gunfighters of the Wild West,"Comedy, Western",4.5,108, ,2021, ,English,
Seethayanam,"Drama, Thriller",7.1,2373, ,2022,"734,282","Telugu, Tamil, Kannada",
"Vortex, the Dawn of Sovereignty",Sci-Fi,5.5,129, ,2021,10500,French,
Yolki 8,"Comedy, Drama, Family",3.1,348,"991,636",2021,"2,700,000",Russian,
The Joy of Things,Drama,7,96, ,2021, ,Portuguese,
Nas Ondas Da Fé,Comedy,5.2,74, ,2023,1700000,Portuguese,
Harvey,Thriller,3.8,288, ,2021, ,English,
Bob Spit: We Do Not Like People,Animation,6.9,243, ,2021, ,Portuguese,
Aa Bhi Ja O Piya,"Family, Romance",7.2,1362, ,2022,1200000,Hindi,
Around the Table,Drama,6.1,89, ,2021, ,Japanese,
Decline,Horror,4.9,92, ,2022,366,English,
Ei Muhurte,"Comedy, Drama, Thriller",6,73, ,2022, ,Bengali,
Um Tio Quase Perfeito 2,"Comedy, Family",6.7,93,"180,607",2021, ,Portuguese,
Slon,"Drama, Thriller",5.8,167, ,2022,200000,Russian,
Sil Bastan Kaynanam,"Comedy, Romance",5.2,1132,"159,122",2022, ,Turkish,
Les vieux fourneaux 2: Bons pour l'asile,Comedy,5,137,"1,629,656",2022, ,French,
Ramsey: The Vandy Case,Crime,4,129, ,2021,500,English,
Lacuna,"Drama, Horror, Mystery",7,71, ,2021, ,Portuguese,
Chi ha incastrato Babbo Natale?,Comedy,3.9,172,"2,349,735",2021,5250000,Italian,
Contando ovejas,"Adventure, Comedy, Crime",4.6,72,"6,075",2022, ,Spanish,
Cuidado con lo que deseas,"Family, Fantasy",3.2,189,"249,836",2021, ,Spanish,
Bad Weed,"Horror, Thriller",5.4,118, ,2021,89250,Spanish,
Fading Petals,Drama,8.2,251, ,2022,11590,English,
Umran Ch Ki Rakheya,Romance,9.3,91, ,2022, ,Punjabi,
Twas the Night,"Comedy, Thriller",4.8,117, ,2021, ,English,
Director,"Drama, Horror, Thriller",8,910, ,2022,240000,Telugu,
Lock Down Love,Drama,6,91, ,2021, ,English,
Vanakkam Da Mappilei,Comedy,4.3,240, ,2021, ,Tamil,
Comedians,"Comedy, Drama",5.6,239,"180,721",2021,2100000,Italian,
Nothing Else,"Fantasy, Sci-Fi, Thriller",4.7,86, ,2021, ,English,
Alice in Panchalinadu,Thriller,3.9,106, ,2021,150000,Malayalam,
Play,"Crime, Thriller",6.3,2163, ,2022, ,Telugu,
Viddikalude Maash,Drama,7,628, ,2022, ,Malayalam,
Sayanna Varthakal,"Comedy, Thriller",4.6,122, ,2022, ,Malayalam,
Dahanam,Drama,8.8,2176, ,2023, ,Telugu,
All Sorts,Comedy,7.3,78, ,2021, ,English,
Taktik,"Crime, Drama, Thriller",7.5,81, ,2022, ,German,
Half & Half,Drama,4.8,196, ,2022, ,English,
Girl in Golden Gate Park,"Drama, Mystery",6.1,135, ,2021, ,English,
Lanke,Drama,5,1616, ,2021, ,Kannada,
Velan,"Comedy, Drama",4,339,"3,242",2021, ,Tamil,
SpeculatorS,"Drama, Thriller",6.8,143,"80,19",2022, ,"Bulgarian, English",
Hey There!,Comedy,6,1489, ,2021, ,Turkish,
Viratapura Viraagi,Biography,8.1,873, ,2023,240000,Kannada,
Scavengers,"Drama, Horror, Thriller",4.5,109, ,2021,600,English,
Liborio,Drama,6.1,254, ,2021, ,Spanish,
Per niente al mondo,Drama,6.1,117,"37,092",2022, ,Italian,
Taledanda,Drama,8.2,79, ,2022, ,Kannada,
Death and Bowling,Drama,6.1,339, ,2021,200,English,
Slay,Comedy,3.7,116, ,2021, ,English,
West Michigan,Drama,4.9,138, ,2021, ,English,
90 Bidi Manig Nadi,"Comedy, Crime",9.5,542, ,2023, ,Kannada,
Ram Asur,Action,4.2,2838, ,2021, ,Telugu,
Fantasy,"Drama, Horror, Thriller",7.9,229, ,2022, ,Kannada,
Yolki 9,"Comedy, Drama, Family",3.5,207,"8,385,030",2022,1350000,Russian,
Demigod: The Legend Begins,Fantasy,6.7,101, ,2022, ,Mandarin,
Elisa's Day,"Crime, Drama",5.6,90,"48,043",2021, ,Cantonese,
Mazhor v Sochi,"Action, Comedy",4.6,189, ,2022, ,Russian,
R23 Criminals Diary,Crime,6.4,191, ,2021, ,Tamil,
Akaneiro ni yakareru,Family,6.6,101, ,2021, ,Japanese,
